,yyyy,mm,tmax,tmin,af_days,rain_mm,sun_hours
1283,1959.0,12.0,9.2,3.4,2.0,124.0,45.0
1284,1960.0,1.0,6.5,1.6,12.0,82.3,37.8
1285,1960.0,2.0,7.5,1.9,6.0,50.6,82.3
1286,1960.0,3.0,9.8,3.9,1.0,24.9,78.0
1287,1960.0,4.0,14.0,4.8,3.0,16.9,164.9
1288,1960.0,5.0,17.8,8.8,0.0,61.4,182.3
1289,1960.0,6.0,21.8,11.9,0.0,111.0,274.9
1290,1960.0,7.0,19.6,11.9,0.0,110.1,129.7
1291,1960.0,8.0,20.0,11.4,0.0,50.5,147.1
1292,1960.0,9.0,17.8,9.8,0.0,104.8,122.8
1293,1960.0,10.0,13.8,7.9,0.0,138.6,60.9
1294,1960.0,11.0,10.8,4.7,1.0,106.1,73.4
1295,1960.0,12.0,6.6,2.2,2.0,107.5,54.5
1296,1961.0,1.0,6.6,1.8,5.0,86.1,43.6
1297,1961.0,2.0,10.3,4.9,0.0,53.4,65.1
1298,1961.0,3.0,13.6,3.7,3.0,4.5,173.2
1299,1961.0,4.0,14.4,7.0,0.0,75.9,86.9
1300,1961.0,5.0,16.3,7.2,0.0,28.0,225.2
1301,1961.0,6.0,20.9,10.2,0.0,33.9,231.2
1302,1961.0,7.0,21.1,11.9,0.0,54.3,196.5
1303,1961.0,8.0,21.1,12.0,0.0,59.1,185.7
1304,1961.0,9.0,20.4,11.5,0.0,56.9,135.8
1305,1961.0,10.0,15.0,7.5,1.0,67.7,118.2
1306,1961.0,11.0,9.2,3.1,6.0,36.9,63.4
1307,1961.0,12.0,5.3,-0.3,18.0,97.8,76.5
1308,1962.0,1.0,7.5,1.6,6.0,94.7,70.0
1309,1962.0,2.0,7.5,1.6,7.0,10.3,70.6
1310,1962.0,3.0,7.3,-0.7,17.0,32.4,126.3
1311,1962.0,4.0,12.0,4.5,0.0,50.7,143.3
1312,1962.0,5.0,14.8,7.0,0.0,38.6,177.5
1313,1962.0,6.0,19.8,9.3,0.0,5.5,280.3
1314,1962.0,7.0,20.2,11.8,0.0,54.6,137.3
1315,1962.0,8.0,19.4,11.6,0.0,96.1,154.5
1316,1962.0,9.0,17.0,9.5,0.0,115.0,142.3
1317,1962.0,10.0,14.8,6.8,1.0,29.6,108.8
1318,1962.0,11.0,8.3,2.8,7.0,55.1,32.7
1319,1962.0,12.0,4.2,-1.6,17.0,50.4,72.6
1320,1963.0,1.0,-0.2,-5.8,28.0,27.9,58.9
1321,1963.0,2.0,1.7,-3.1,25.0,10.4,66.4
1322,1963.0,3.0,9.8,3.1,5.0,75.9,85.8
1323,1963.0,4.0,13.2,5.7,0.0,50.4,119.1
1324,1963.0,5.0,15.6,6.9,0.0,43.6,193.4
1325,1963.0,6.0,19.9,11.0,0.0,65.9,199.4
1326,1963.0,7.0,20.4,11.4,0.0,48.0,188.2
1327,1963.0,8.0,18.7,11.2,0.0,81.4,142.6
1328,1963.0,9.0,17.6,9.7,0.0,58.0,129.7
1329,1963.0,10.0,14.8,8.4,0.0,44.4,78.8
1330,1963.0,11.0,11.4,6.3,0.0,115.4,60.4
1331,1963.0,12.0,4.9,0.0,16.0,18.6,49.8
1332,1964.0,1.0,5.6,1.1,9.0,13.0,37.2
1333,1964.0,2.0,7.4,2.5,7.0,22.2,57.3
1334,1964.0,3.0,7.2,2.1,7.0,92.6,65.9
1335,1964.0,4.0,12.7,5.6,1.0,59.5,128.5
1336,1964.0,5.0,18.6,9.3,0.0,44.4,190.8
1337,1964.0,6.0,18.6,10.7,0.0,49.3,156.1
1338,1964.0,7.0,22.0,12.7,0.0,21.2,214.7
1339,1964.0,8.0,21.7,11.8,0.0,14.6,217.7
1340,1964.0,9.0,20.6,9.6,0.0,15.5,210.4
1341,1964.0,10.0,13.3,4.9,2.0,17.5,134.5
1342,1964.0,11.0,10.5,5.0,1.0,25.0,55.0
1343,1964.0,12.0,6.8,0.7,13.0,43.7,51.1
1344,1965.0,1.0,6.4,1.2,14.0,56.0,83.7
1345,1965.0,2.0,5.6,0.5,13.0,5.8,31.1
1346,1965.0,3.0,10.1,1.8,10.0,44.2,137.7
1347,1965.0,4.0,13.1,4.5,2.0,49.4,141.6
1348,1965.0,5.0,16.3,8.4,0.0,63.8,179.6
1349,1965.0,6.0,19.1,10.8,0.0,53.4,188.7
1350,1965.0,7.0,18.5,11.0,0.0,90.0,122.8
1351,1965.0,8.0,20.1,11.0,0.0,61.7,181.2
1352,1965.0,9.0,16.9,9.1,0.0,75.4,122.9
1353,1965.0,10.0,15.2,7.0,0.0,12.0,109.9
1354,1965.0,11.0,8.0,1.9,11.0,51.2,77.4
1355,1965.0,12.0,8.1,2.4,5.0,95.5,71.9
1356,1966.0,1.0,5.0,0.8,15.0,30.8,42.5
1357,1966.0,2.0,9.0,4.6,1.0,74.9,41.5
1358,1966.0,3.0,10.7,3.2,3.0,9.9,121.5
1359,1966.0,4.0,11.1,5.0,3.0,81.7,81.5
1360,1966.0,5.0,16.3,7.2,0.0,54.0,234.9
1361,1966.0,6.0,20.8,11.3,0.0,56.6,199.0
1362,1966.0,7.0,19.8,11.7,0.0,80.9,149.7
1363,1966.0,8.0,19.9,11.1,0.0,78.8,188.6
1364,1966.0,9.0,18.5,10.3,0.0,52.5,168.0
1365,1966.0,10.0,14.2,7.9,0.0,122.7,90.4
1366,1966.0,11.0,8.3,2.9,4.0,28.0,61.0
1367,1966.0,12.0,9.1,3.0,2.0,80.4,41.7
1368,1967.0,1.0,7.2,2.6,8.0,35.5,64.2
1369,1967.0,2.0,8.9,2.9,5.0,64.3,88.2
1370,1967.0,3.0,11.1,4.2,1.0,30.7,174.6
1371,1967.0,4.0,12.0,4.7,1.0,40.4,130.8
1372,1967.0,5.0,15.6,7.5,0.0,85.6,184.2
1373,1967.0,6.0,19.5,9.9,0.0,49.3,232.0
1374,1967.0,7.0,22.7,13.1,0.0,76.6,234.4
1375,1967.0,8.0,20.7,12.3,0.0,44.0,167.1
1376,1967.0,9.0,17.7,10.9,0.0,59.4,116.5
1377,1967.0,10.0,14.2,8.8,0.0,121.7,95.1
1378,1967.0,11.0,8.9,3.0,5.0,29.2,69.2
1379,1967.0,12.0,7.1,2.0,12.0,63.3,70.6
1380,1968.0,1.0,7.3,2.0,8.0,57.9,50.0
1381,1968.0,2.0,4.7,-0.1,16.0,26.8,54.0
1382,1968.0,3.0,10.8,3.6,5.0,19.5,148.5
1383,1968.0,4.0,13.0,4.4,6.0,46.1,184.5
1384,1968.0,5.0,14.5,6.7,0.0,66.2,155.0
1385,1968.0,6.0,19.9,11.4,0.0,69.2,206.6
1386,1968.0,7.0,19.7,12.0,0.0,141.6,136.2
1387,1968.0,8.0,19.4,12.3,0.0,91.7,124.0
1388,1968.0,9.0,18.0,11.1,0.0,108.3,114.9
1389,1968.0,10.0,15.8,10.6,0.0,67.7,66.5
1390,1968.0,11.0,8.9,4.6,3.0,54.5,47.9
1391,1968.0,12.0,5.1,1.1,11.0,63.6,35.9
1392,1969.0,1.0,8.6,3.6,6.0,74.9,40.0
1393,1969.0,2.0,4.2,-0.9,16.0,39.9,78.1
1394,1969.0,3.0,7.3,1.1,8.0,48.3,70.5
1395,1969.0,4.0,13.1,3.7,5.0,37.0,221.3
1396,1969.0,5.0,16.4,8.3,0.0,88.8,161.9
1397,1969.0,6.0,19.9,9.5,0.0,20.7,276.9
1398,1969.0,7.0,23.2,13.1,0.0,49.0,243.8
1399,1969.0,8.0,21.3,13.2,0.0,87.9,157.5
1400,1969.0,9.0,17.7,10.8,0.0,32.8,97.4
1401,1969.0,10.0,16.7,9.9,0.0,5.0,112.0
1402,1969.0,11.0,9.0,3.2,5.0,52.0,84.6
1403,1969.0,12.0,6.0,1.2,9.0,72.9,35.6
1404,1970.0,1.0,6.6,1.9,10.0,66.6,34.5
1405,1970.0,2.0,6.6,0.6,11.0,49.2,115.9
1406,1970.0,3.0,7.6,0.6,12.0,45.8,120.8
1407,1970.0,4.0,11.3,3.8,3.0,75.9,132.7
1408,1970.0,5.0,18.8,8.7,0.0,22.9,224.8
1409,1970.0,6.0,22.4,11.6,0.0,43.0,270.9
1410,1970.0,7.0,20.4,11.9,0.0,42.3,192.4
1411,1970.0,8.0,21.0,12.2,0.0,51.9,185.6
1412,1970.0,9.0,19.4,11.2,0.0,40.3,157.3
1413,1970.0,10.0,15.0,7.4,0.0,19.5,106.2
1414,1970.0,11.0,11.4,5.6,1.0,150.3,64.7
1415,1970.0,12.0,6.7,1.8,13.0,33.9,43.8
1416,1971.0,1.0,7.2,2.5,7.0,105.3,42.1
1417,1971.0,2.0,7.9,1.5,8.0,22.1,69.5
1418,1971.0,3.0,8.7,2.2,8.0,42.9,106.0
1419,1971.0,4.0,12.0,4.3,1.0,44.8,122.9
1420,1971.0,5.0,17.3,7.4,0.0,46.3,228.9
1421,1971.0,6.0,16.7,9.4,0.0,135.8,143.5
1422,1971.0,7.0,23.2,13.1,0.0,37.3,259.3
1423,1971.0,8.0,20.3,12.7,0.0,133.2,134.2
1424,1971.0,9.0,19.5,9.8,0.0,13.4,166.5
1425,1971.0,10.0,15.8,7.4,0.0,74.2,135.2
1426,1971.0,11.0,9.8,3.0,7.0,61.3,102.0
1427,1971.0,12.0,8.7,4.6,3.0,24.0,29.8
1428,1972.0,1.0,6.4,2.0,6.0,60.5,41.8
1429,1972.0,2.0,7.0,2.5,1.0,50.8,27.3
1430,1972.0,3.0,11.8,2.8,4.0,63.2,144.0
1431,1972.0,4.0,12.2,5.4,0.0,45.8,117.6
1432,1972.0,5.0,15.1,7.4,0.0,49.8,141.9
1433,1972.0,6.0,16.6,8.8,0.0,55.8,150.4
1434,1972.0,7.0,21.0,11.8,0.0,23.3,168.7
1435,1972.0,8.0,20.7,11.6,0.0,29.8,160.9
1436,1972.0,9.0,16.5,8.3,0.0,31.0,129.1
1437,1972.0,10.0,14.8,7.4,0.0,25.9,91.6
1438,1972.0,11.0,9.5,3.8,7.0,65.8,80.6
1439,1972.0,12.0,8.7,3.5,2.0,74.0,47.6
1440,1973.0,1.0,6.8,2.1,10.0,24.4,38.8
1441,1973.0,2.0,7.7,1.3,11.0,15.0,74.1
1442,1973.0,3.0,11.0,2.1,4.0,10.8,150.7
1443,1973.0,4.0,12.1,4.2,2.0,42.4,167.7
1444,1973.0,5.0,16.2,8.1,0.0,71.2,168.0
1445,1973.0,6.0,20.9,10.9,0.0,109.3,249.5
1446,1973.0,7.0,20.8,12.2,0.0,60.0,171.1
1447,1973.0,8.0,22.5,12.8,0.0,28.8,192.0
1448,1973.0,9.0,19.7,11.0,0.0,32.7,153.9
1449,1973.0,10.0,12.8,5.5,1.0,40.8,95.1
1450,1973.0,11.0,9.8,3.2,10.0,28.3,89.1
1451,1973.0,12.0,8.3,2.3,8.0,30.9,62.9
1452,1974.0,1.0,9.3,3.6,3.0,65.0,56.3
1453,1974.0,2.0,8.7,3.1,4.0,77.7,58.3
1454,1974.0,3.0,9.3,2.4,6.0,36.7,101.7
1455,1974.0,4.0,13.0,3.8,0.0,4.2,142.1
1456,1974.0,5.0,16.1,6.8,0.0,31.6,191.4
1457,1974.0,6.0,19.1,10.1,0.0,78.7,206.2
1458,1974.0,7.0,20.1,12.2,0.0,41.7,187.8
1459,1974.0,8.0,20.6,11.3,0.0,97.2,198.7
1460,1974.0,9.0,16.5,9.1,0.0,156.1,146.5
1461,1974.0,10.0,11.0,4.9,1.0,66.4,105.4
1462,1974.0,11.0,10.1,5.0,0.0,95.1,52.9
1463,1974.0,12.0,10.6,5.9,0.0,33.4,58.8
1464,1975.0,1.0,9.8,4.6,1.0,69.4,44.7
1465,1975.0,2.0,7.9,1.8,4.0,29.7,57.8
1466,1975.0,3.0,7.8,2.5,6.0,95.2,72.7
1467,1975.0,4.0,12.8,5.3,4.0,46.9,131.4
1468,1975.0,5.0,14.3,6.4,0.0,49.0,159.1
1469,1975.0,6.0,21.5,9.4,0.0,18.0,301.0
1470,1975.0,7.0,23.8,13.4,0.0,34.1,242.4
1471,1975.0,8.0,25.1,14.1,0.0,30.2,218.6
1472,1975.0,9.0,18.7,9.9,0.0,95.3,147.0
1473,1975.0,10.0,14.2,6.5,1.0,11.0,120.7
1474,1975.0,11.0,9.8,2.5,7.0,37.9,85.1
1475,1975.0,12.0,7.5,1.7,10.0,21.7,34.4
1476,1976.0,1.0,8.5,3.4,8.0,18.9,70.3
1477,1976.0,2.0,7.5,2.3,8.0,18.8,42.6
1478,1976.0,3.0,9.0,1.7,11.0,16.0,107.8
1479,1976.0,4.0,12.9,4.1,4.0,8.1,148.7
1480,1976.0,5.0,17.8,8.3,0.0,44.2,172.0
1481,1976.0,6.0,24.4,12.6,0.0,17.1,261.4
1482,1976.0,7.0,25.9,13.2,0.0,14.3,254.2
1483,1976.0,8.0,24.4,11.4,0.0,23.9,257.4
1484,1976.0,9.0,18.1,10.5,0.0,90.7,118.2
1485,1976.0,10.0,14.1,8.3,0.0,99.5,43.6
1486,1976.0,11.0,9.2,3.4,5.0,55.9,54.1
1487,1976.0,12.0,4.6,-0.4,13.0,101.8,58.6
1488,1977.0,1.0,5.4,0.7,11.0,75.9,35.4
1489,1977.0,2.0,8.9,3.3,4.0,114.4,74.4
1490,1977.0,3.0,10.5,4.3,4.0,59.8,87.2
1491,1977.0,4.0,11.6,3.8,4.0,40.7,157.9
1492,1977.0,5.0,15.7,6.1,0.0,43.1,217.5
1493,1977.0,6.0,16.7,8.5,0.0,86.9,123.2
1494,1977.0,7.0,21.0,12.0,0.0,5.8,193.6
1495,1977.0,8.0,19.7,12.2,0.0,129.0,123.4
1496,1977.0,9.0,17.5,10.4,0.0,7.8,101.8
1497,1977.0,10.0,15.4,8.3,0.0,32.8,107.3
1498,1977.0,11.0,9.6,3.8,7.0,46.6,102.4
1499,1977.0,12.0,8.9,3.9,2.0,67.8,45.2
1500,1978.0,1.0,6.2,0.7,11.0,68.2,53.6
1501,1978.0,2.0,5.5,0.4,15.0,45.6,58.9
1502,1978.0,3.0,10.8,3.3,3.0,52.3,128.1
1503,1978.0,4.0,10.2,3.3,5.0,45.2,113.6
1504,1978.0,5.0,17.0,7.1,0.0,48.5,202.8
1505,1978.0,6.0,19.1,9.6,0.0,39.9,171.7
1506,1978.0,7.0,20.0,11.5,0.0,82.4,146.4
1507,1978.0,8.0,20.2,11.4,0.0,32.6,157.4
1508,1978.0,9.0,19.1,10.6,0.0,24.4,159.3
1509,1978.0,10.0,16.2,8.1,0.0,5.4,87.5
1510,1978.0,11.0,11.6,5.5,5.0,22.8,77.3
1511,1978.0,12.0,7.1,2.2,12.0,109.5,34.3
1512,1979.0,1.0,3.2,-3.1,23.0,56.8,72.0
1513,1979.0,2.0,3.8,-0.9,18.0,56.2,67.3
1514,1979.0,3.0,8.4,2.1,2.0,110.3,92.9
1515,1979.0,4.0,12.3,4.8,3.0,38.9,126.4
1516,1979.0,5.0,15.2,6.8,2.0,124.8,190.9
1517,1979.0,6.0,19.0,10.7,0.0,43.6,166.6
1518,1979.0,7.0,22.5,13.0,0.0,16.6,192.2
1519,1979.0,8.0,20.3,11.7,0.0,60.8,167.4
1520,1979.0,9.0,18.6,9.6,0.0,17.0,171.0
1521,1979.0,10.0,15.5,8.0,0.0,59.8,117.0
1522,1979.0,11.0,10.5,3.9,4.0,39.4,70.0
1523,1979.0,12.0,8.9,3.8,3.0,127.7,59.7
1524,1980.0,1.0,5.3,-0.3,15.0,36.7,84.0
1525,1980.0,2.0,9.5,3.2,5.0,39.8,58.8
1526,1980.0,3.0,8.5,2.3,7.0,69.8,86.7
1527,1980.0,4.0,13.7,4.9,0.0,14.1,165.4
1528,1980.0,5.0,16.6,6.3,1.0,35.5,228.7
1529,1980.0,6.0,19.0,10.7,0.0,89.4,186.7
1530,1980.0,7.0,19.7,11.2,0.0,59.5,168.9
1531,1980.0,8.0,21.2,12.8,0.0,63.6,169.0
1532,1980.0,9.0,19.2,12.2,0.0,65.6,136.4
1533,1980.0,10.0,13.0,6.0,0.0,84.9,111.8
1534,1980.0,11.0,9.1,4.4,3.0,42.5,61.4
1535,1980.0,12.0,8.5,2.9,7.0,32.9,64.4
1536,1981.0,1.0,7.3,2.4,8.0,39.2,50.9
1537,1981.0,2.0,6.2,0.2,15.0,20.9,75.3
1538,1981.0,3.0,11.1,6.4,0.0,129.7,57.8
1539,1981.0,4.0,12.0,4.4,2.0,43.9,110.4
1540,1981.0,5.0,15.7,8.2,0.0,87.7,98.3
1541,1981.0,6.0,18.1,10.4,0.0,26.1,122.8
1542,1981.0,7.0,21.3,12.3,0.0,34.0,129.0
1543,1981.0,8.0,22.2,12.7,0.0,38.8,199.8
1544,1981.0,9.0,19.8,11.0,0.0,92.5,157.3
1545,1981.0,10.0,12.3,5.7,1.0,64.7,101.9
1546,1981.0,11.0,10.8,4.9,2.0,31.4,43.7
1547,1981.0,12.0,3.6,-2.0,18.0,74.0,57.5
1548,1982.0,1.0,5.5,-0.1,13.0,57.2,55.0
1549,1982.0,2.0,7.9,2.7,5.0,32.0,33.8
1550,1982.0,3.0,10.3,2.9,2.0,96.2,144.7
1551,1982.0,4.0,13.8,4.9,0.0,27.4,164.4
1552,1982.0,5.0,17.5,7.2,1.0,35.9,187.2
1553,1982.0,6.0,21.3,12.7,0.0,69.4,148.4
1554,1982.0,7.0,22.0,12.8,0.0,23.5,151.4
1555,1982.0,8.0,21.2,12.9,0.0,37.9,159.8
1556,1982.0,9.0,20.1,10.6,0.0,51.9,141.0
1557,1982.0,10.0,13.6,7.8,0.0,83.4,66.3
1558,1982.0,11.0,10.8,6.1,4.0,77.3,68.5
1559,1982.0,12.0,7.7,1.9,9.0,62.4,60.4
1560,1983.0,1.0,9.8,4.7,2.0,45.7,54.9
1561,1983.0,2.0,4.8,-0.7,17.0,23.8,74.0
1562,1983.0,3.0,10.3,3.3,4.0,42.5,89.5
1563,1983.0,4.0,11.8,3.7,2.0,89.5,150.5
1564,1983.0,5.0,14.8,7.8,0.0,106.3,126.8
1565,1983.0,6.0,19.6,11.0,0.0,19.4,180.3
1566,1983.0,7.0,26.8,15.4,0.0,21.7,257.5
1567,1983.0,8.0,23.5,13.3,0.0,24.0,214.5
1568,1983.0,9.0,18.0,11.1,0.0,59.4,92.4
1569,1983.0,10.0,14.3,7.7,1.0,53.0,119.7
1570,1983.0,11.0,10.4,5.2,6.0,42.6,44.3
1571,1983.0,12.0,8.7,3.2,8.0,49.8,62.9
1572,1984.0,1.0,7.5,1.5,7.0,81.5,86.1
1573,1984.0,2.0,6.4,1.0,7.0,35.4,66.0
1574,1984.0,3.0,8.2,2.4,1.0,50.3,48.8
1575,1984.0,4.0,13.9,3.4,5.0,1.6,236.8
1576,1984.0,5.0,14.5,6.0,0.0,72.0,143.4
1577,1984.0,6.0,20.8,10.8,0.0,30.0,244.3
1578,1984.0,7.0,23.9,12.2,0.0,13.6,249.4
1579,1984.0,8.0,23.6,13.6,0.0,32.7,199.8
1580,1984.0,9.0,17.9,11.2,0.0,91.1,99.6
1581,1984.0,10.0,15.0,8.6,1.0,54.4,88.6
1582,1984.0,11.0,11.3,6.0,0.0,101.6,53.8
1583,1984.0,12.0,8.3,2.7,8.0,44.5,57.6
1584,1985.0,1.0,3.9,-1.9,22.0,44.4,51.1
1585,1985.0,2.0,5.5,-0.8,15.0,34.7,78.0
1586,1985.0,3.0,8.9,1.4,10.0,36.7,112.4
1587,1985.0,4.0,13.1,5.1,3.0,32.7,138.3
1588,1985.0,5.0,15.7,7.3,0.0,80.5,178.3
1589,1985.0,6.0,17.5,9.0,0.0,122.5,165.0
1590,1985.0,7.0,21.6,12.7,0.0,45.8,216.0
1591,1985.0,8.0,19.0,12.1,0.0,67.0,164.9
1592,1985.0,9.0,19.4,11.2,0.0,19.4,143.3
1593,1985.0,10.0,14.5,7.9,0.0,29.1,100.8
1594,1985.0,11.0,7.4,1.7,10.0,41.1,86.1
1595,1985.0,12.0,9.4,5.1,5.0,108.1,44.2
1596,1986.0,1.0,6.7,1.1,9.0,67.3,76.4
1597,1986.0,2.0,1.0,-4.1,24.0,7.3,71.2
1598,1986.0,3.0,9.2,2.1,4.0,58.0,127.3
1599,1986.0,4.0,10.2,3.1,2.0,70.4,139.6
1600,1986.0,5.0,15.7,8.0,0.0,70.7,205.6
1601,1986.0,6.0,20.6,10.5,0.0,22.3,222.7
1602,1986.0,7.0,21.5,12.8,0.0,37.1,201.2
1603,1986.0,8.0,18.4,11.0,0.0,114.3,147.0
1604,1986.0,9.0,16.6,7.5,0.0,39.0,171.6
1605,1986.0,10.0,15.3,7.8,0.0,75.1,119.7
1606,1986.0,11.0,11.4,5.4,0.0,78.4,77.9
1607,1986.0,12.0,9.2,3.8,1.0,64.2,64.8
1608,1987.0,1.0,3.0,-1.4,20.0,9.9,68.8
1609,1987.0,2.0,7.1,1.0,13.0,34.0,67.8
1610,1987.0,3.0,8.2,1.5,13.0,53.9,111.6
1611,1987.0,4.0,15.2,6.6,0.0,51.4,158.7
1612,1987.0,5.0,15.2,6.5,0.0,48.7,168.7
1613,1987.0,6.0,17.8,10.4,0.0,86.0,129.3
1614,1987.0,7.0,21.2,12.7,0.0,29.3,179.4
1615,1987.0,8.0,21.0,12.5,0.0,34.0,158.2
1616,1987.0,9.0,18.6,10.9,0.0,25.4,132.3
1617,1987.0,10.0,14.0,6.7,1.0,138.8,109.5
1618,1987.0,11.0,9.0,4.3,2.0,58.2,43.9
1619,1987.0,12.0,8.0,3.7,7.0,26.0,42.9
1620,1988.0,1.0,8.1,3.3,4.0,100.0,47.7
1621,1988.0,2.0,8.1,2.3,5.0,33.8,103.7
1622,1988.0,3.0,10.2,3.8,4.0,59.1,85.2
1623,1988.0,4.0,12.6,4.6,3.0,30.2,132.0
1624,1988.0,5.0,17.1,7.8,0.0,32.0,178.1
1625,1988.0,6.0,18.7,10.3,0.0,59.6,142.3
1626,1988.0,7.0,18.9,11.6,0.0,96.5,138.8
1627,1988.0,8.0,20.4,11.9,0.0,38.8,178.8
1628,1988.0,9.0,17.9,10.4,0.0,39.6,136.9
1629,1988.0,10.0,14.5,8.0,2.0,38.6,120.0
1630,1988.0,11.0,9.1,1.6,15.0,29.5,91.4
1631,1988.0,12.0,10.1,5.4,0.0,13.4,46.7
1632,1989.0,1.0,9.1,3.6,5.0,33.4,68.2
1633,1989.0,2.0,9.9,3.0,4.0,55.1,107.0
1634,1989.0,3.0,12.0,4.6,1.0,47.0,100.9
1635,1989.0,4.0,11.0,3.6,1.0,63.8,133.9
1636,1989.0,5.0,19.7,8.6,0.0,29.2,300.8
1637,1989.0,6.0,20.8,10.5,0.0,45.9,244.4
1638,1989.0,7.0,24.9,14.0,0.0,29.4,280.4
1639,1989.0,8.0,23.4,12.4,0.0,43.3,269.5
1640,1989.0,9.0,19.9,11.9,0.0,23.8,141.6
1641,1989.0,10.0,15.9,8.9,0.0,53.9,90.8
1642,1989.0,11.0,9.8,3.2,7.0,32.5,104.1
1643,1989.0,12.0,8.2,3.3,4.0,141.5,26.5
1644,1990.0,1.0,10.0,4.5,1.0,75.0,58.3
1645,1990.0,2.0,11.3,5.3,0.0,94.2,95.7
1646,1990.0,3.0,12.7,5.0,2.0,18.4,144.1
1647,1990.0,4.0,13.7,3.3,5.0,20.4,234.4
1648,1990.0,5.0,19.2,7.8,0.0,8.7,285.0
1649,1990.0,6.0,18.2,10.7,0.0,48.8,121.1
1650,1990.0,7.0,23.8,12.2,0.0,17.7,268.5
1651,1990.0,8.0,24.7,14.0,0.0,26.5,236.6
1652,1990.0,9.0,18.7,9.4,0.0,41.1,164.7
1653,1990.0,10.0,15.8,9.3,0.0,45.9,124.4
1654,1990.0,11.0,9.8,4.3,1.0,20.0,83.7
1655,1990.0,12.0,6.9,1.7,10.0,56.3,58.8
1656,1991.0,1.0,6.4,1.2,8.0,60.9,66.9
1657,1991.0,2.0,4.7,-1.6,18.0,20.5,60.0
1658,1991.0,3.0,11.5,5.1,2.0,46.1,87.2
1659,1991.0,4.0,12.2,4.6,1.0,56.3,156.6
1660,1991.0,5.0,15.3,7.4,0.0,8.6,142.9
1661,1991.0,6.0,16.8,9.0,0.0,74.8,150.0
1662,1991.0,7.0,22.2,13.7,0.0,92.8,217.3
1663,1991.0,8.0,23.2,13.3,0.0,11.6,241.4
1664,1991.0,9.0,20.2,10.6,0.0,42.9,165.4
1665,1991.0,10.0,13.4,7.3,0.0,34.2,79.4
1666,1991.0,11.0,9.9,4.5,2.0,62.2,57.4
1667,1991.0,12.0,7.0,1.6,11.0,15.9,58.4
1668,1992.0,1.0,5.9,1.5,12.0,30.4,46.8
1669,1992.0,2.0,8.9,2.1,8.0,22.0,67.3
1670,1992.0,3.0,11.0,4.8,1.0,47.7,73.3
1671,1992.0,4.0,13.2,5.6,2.0,57.7,139.2
1672,1992.0,5.0,19.7,9.1,0.0,62.2,262.7
1673,1992.0,6.0,21.4,11.7,0.0,43.4,212.2
1674,1992.0,7.0,21.1,13.5,0.0,70.1,164.0
1675,1992.0,8.0,20.3,12.8,0.0,108.9,173.6
1676,1992.0,9.0,17.6,10.8,0.0,106.9,120.2
1677,1992.0,10.0,11.2,5.2,2.0,75.7,101.3
1678,1992.0,11.0,10.9,4.7,0.0,119.9,61.5
1679,1992.0,12.0,6.4,1.3,11.0,50.7,47.2
1680,1993.0,1.0,9.6,3.5,5.0,82.4,38.0
1681,1993.0,2.0,7.1,2.4,4.0,7.1,54.7
1682,1993.0,3.0,11.0,3.9,3.0,32.7,135.0
1683,1993.0,4.0,13.2,6.6,0.0,69.2,111.9
1684,1993.0,5.0,16.6,8.0,0.0,56.6,196.7
1685,1993.0,6.0,20.7,11.5,0.0,40.1,231.4
1686,1993.0,7.0,20.8,12.3,0.0,51.3,190.0
1687,1993.0,8.0,20.5,11.1,0.0,26.7,238.3
1688,1993.0,9.0,16.7,9.3,0.0,96.1,107.7
1689,1993.0,10.0,11.9,6.0,3.0,112.4,120.0
1690,1993.0,11.0,8.0,2.6,8.0,51.0,76.3
1691,1993.0,12.0,8.7,3.4,4.0,98.0,55.0
1692,1994.0,1.0,8.5,3.3,2.0,82.2,87.0
1693,1994.0,2.0,6.7,1.3,8.0,62.4,77.6
1694,1994.0,3.0,11.7,5.3,0.0,41.9,127.6
1695,1994.0,4.0,12.5,5.1,0.0,52.0,177.7
1696,1994.0,5.0,15.3,7.6,0.0,84.5,162.1
1697,1994.0,6.0,20.6,11.0,0.0,13.5,254.9
1698,1994.0,7.0,24.8,13.8,0.0,54.2,248.3
1699,1994.0,8.0,21.1,13.0,0.0,52.5,191.8
1700,1994.0,9.0,16.6,10.4,0.0,62.6,113.1
1701,1994.0,10.0,14.1,6.9,0.0,67.4,137.5
1702,1994.0,11.0,12.7,8.4,0.0,55.7,46.7
1703,1994.0,12.0,9.6,3.9,5.0,74.6,68.2
1704,1995.0,1.0,8.5,2.2,7.0,116.3,61.8
1705,1995.0,2.0,10.4,4.4,1.0,66.0,74.9
1706,1995.0,3.0,10.5,2.0,6.0,49.3,198.7
1707,1995.0,4.0,14.3,5.4,3.0,18.9,190.1
1708,1995.0,5.0,17.8,7.8,0.0,54.1,233.5
1709,1995.0,6.0,20.0,10.4,0.0,6.6,194.4
1710,1995.0,7.0,25.1,13.9,0.0,37.8,247.6
1711,1995.0,8.0,26.4,13.9,0.0,4.4,285.1
1712,1995.0,9.0,18.3,10.3,0.0,98.8,135.3
1713,1995.0,10.0,17.3,10.3,0.0,33.2,139.9
1714,1995.0,11.0,11.3,5.2,5.0,98.2,78.1
1715,1995.0,12.0,4.6,0.2,15.0,99.8,40.9
1716,1996.0,1.0,6.6,3.1,7.0,35.5,29.3
1717,1996.0,2.0,6.2,-0.1,17.0,60.8,103.4
